batch_id,timestamp,day_number,humidity,temp_envi,temp_water,tds,lux,ppfd,reflect_445,reflect_480,ph,growth_stage,yield_count
Batch_001,2025-05-17 04:40:00,35,58.5,22.06,24.17,624.79,624.56,159.54,0.16,0.31,6.61,Head Formation,6
Batch_001,2025-05-17 04:45:00,35,62.29,23.91,23.09,623.34,708.92,215.36,0.87,0.86,5.87,Head Formation,6
Batch_001,2025-05-17 04:50:00,35,59.87,23.4,23.41,631.2,701.54,181.97,0.6,0.22,5.94,Head Formation,6
Batch_001,2025-05-17 04:55:00,35,59.22,24.54,20.37,625.75,785.15,258.8,0.5,0.11,6.44,Head Formation,6
Batch_001,2025-05-17 05:00:00,35,61.91,22.86,23.66,631.85,722.89,202.78,0.6,0.11,6.62,Head Formation,6
Batch_001,2025-05-17 05:05:00,35,56.88,24.51,21.88,630.86,618.23,222.5,0.45,0.76,5.99,Head Formation,6
Batch_001,2025-05-17 05:10:00,35,60.95,25.78,22.37,637.59,832.67,236.41,0.63,0.55,5.92,Head Formation,6
Batch_001,2025-05-17 05:15:00,35,58.02,24.62,20.76,627.75,796.38,206.97,0.7,0.75,6.69,Head Formation,6
Batch_001,2025-05-17 05:20:00,35,60.29,23.7,21.46,618.08,713.18,197.16,0.45,0.56,5.7,Head Formation,6
Batch_001,2025-05-17 05:25:00,35,57.48,26.06,24.0,632.34,966.23,163.24,0.34,0.32,6.92,Head Formation,6
Batch_001,2025-05-17 05:30:00,35,56.71,22.14,23.74,628.5,796.3,251.73,0.76,0.9,6.15,Head Formation,6
Batch_001,2025-05-17 05:35:00,35,61.86,24.78,23.76,630.75,1006.45,238.77,0.63,0.5,5.93,Head Formation,6
Batch_001,2025-05-17 05:40:00,35,57.13,23.05,21.71,628.11,717.23,170.37,0.48,0.74,6.26,Head Formation,6
Batch_001,2025-05-17 05:45:00,35,61.32,23.95,22.89,624.31,786.87,222.84,0.87,0.49,6.96,Head Formation,6
Batch_001,2025-05-17 05:50:00,35,65.29,25.61,21.9,637.05,606.68,153.86,0.58,0.8,6.34,Head Formation,6
Batch_001,2025-05-17 05:55:00,35,58.6,23.13,21.76,639.1,505.4,218.06,0.28,0.69,6.11,Head Formation,6
Batch_001,2025-05-17 06:00:00,35,60.52,27.97,25.82,633.7,16601.15,623.36,0.47,0.76,6.38,Head Formation,6
Batch_001,2025-05-17 06:05:00,35,59.02,29.24,27.79,633.08,18729.24,503.95,0.2,0.81,6.3,Head Formation,6
Batch_001,2025-05-17 06:10:00,35,62.34,28.99,27.28,629.34,15418.47,666.08,0.62,0.83,7.0,Head Formation,6
Batch_001,2025-05-17 06:15:00,35,62.46,25.83,27.88,630.12,15290.17,600.28,0.5,0.12,6.0,Head Formation,6
Batch_001,2025-05-17 06:20:00,35,58.84,26.99,25.34,622.48,18003.06,525.98,0.39,0.49,6.73,Head Formation,6
Batch_001,2025-05-17 06:25:00,35,61.35,28.25,27.74,626.93,18900.25,519.67,0.48,0.7,5.96,Head Formation,6
Batch_001,2025-05-17 06:30:00,35,56.25,28.32,25.77,621.83,17332.05,622.19,0.82,0.77,5.76,Head Formation,6
Batch_001,2025-05-17 06:35:00,35,58.45,29.42,25.75,634.89,19168.67,580.91,0.63,0.27,6.02,Head Formation,6
Batch_001,2025-05-17 06:40:00,35,58.93,31.27,24.92,630.24,17386.97,537.69,0.7,0.26,6.6,Head Formation,6
Batch_001,2025-05-17 06:45:00,35,62.37,29.52,27.01,635.31,18127.13,504.6,0.67,0.21,5.81,Head Formation,6
Batch_001,2025-05-17 06:50:00,35,59.06,30.46,23.69,633.86,19836.05,674.38,0.28,0.76,6.32,Head Formation,6
Batch_001,2025-05-17 06:55:00,35,59.26,31.3,27.2,632.07,16694.97,631.86,0.15,0.44,5.49,Head Formation,6
Batch_001,2025-05-17 07:00:00,35,57.44,29.34,26.22,628.0,16680.06,631.01,0.75,0.78,5.65,Head Formation,6
Batch_001,2025-05-17 07:05:00,35,62.02,31.39,25.5,622.54,16468.13,593.54,0.76,0.18,6.13,Head Formation,6
Batch_001,2025-05-17 07:10:00,35,57.36,28.88,26.21,624.43,17783.64,561.71,0.78,0.51,5.98,Head Formation,6
Batch_001,2025-05-17 07:15:00,35,59.71,28.34,28.1,636.19,15856.5,615.54,0.79,0.1,6.84,Head Formation,6
Batch_001,2025-05-17 07:20:00,35,59.48,29.25,25.54,624.42,17074.83,524.13,0.19,0.12,6.78,Head Formation,6
Batch_001,2025-05-17 07:25:00,35,61.44,26.38,27.0,632.19,15436.2,625.3,0.75,0.86,6.06,Head Formation,6
Batch_001,2025-05-17 07:30:00,35,57.82,26.8,24.34,629.32,15291.08,709.47,0.72,0.25,6.25,Head Formation,6
Batch_001,2025-05-17 07:35:00,35,56.65,29.3,27.15,623.95,14760.53,509.8,0.12,0.81,6.44,Head Formation,6
Batch_001,2025-05-17 07:40:00,35,61.78,29.24,26.01,623.23,18152.75,578.59,0.36,0.47,5.91,Head Formation,6
Batch_001,2025-05-17 07:45:00,35,60.95,25.38,27.54,625.03,17401.53,480.84,0.41,0.13,6.93,Head Formation,6
Batch_001,2025-05-17 07:50:00,35,59.42,28.47,27.71,637.21,18834.79,710.81,0.4,0.86,6.33,Head Formation,6
Batch_001,2025-05-17 07:55:00,35,61.35,26.55,27.79,626.66,19095.94,606.1,0.42,0.83,6.45,Head Formation,6
Batch_001,2025-05-17 08:00:00,35,60.36,31.1,26.77,633.31,16262.23,638.76,0.7,0.72,5.7,Head Formation,6
Batch_001,2025-05-17 08:05:00,35,62.52,28.45,23.67,626.45,17115.13,669.56,0.5,0.13,6.95,Head Formation,6
Batch_001,2025-05-17 08:10:00,35,59.42,26.36,26.72,636.6,18136.55,688.56,0.45,0.23,6.01,Head Formation,6
Batch_001,2025-05-17 08:15:00,35,61.43,30.46,27.59,623.91,17502.98,529.49,0.3,0.74,6.52,Head Formation,6
Batch_001,2025-05-17 08:20:00,35,57.93,28.77,27.59,634.14,19488.67,521.03,0.36,0.3,5.81,Head Formation,6
Batch_001,2025-05-17 08:25:00,35,61.77,29.63,24.84,639.27,15628.19,643.24,0.55,0.23,6.3,Head Formation,6
Batch_001,2025-05-17 08:30:00,35,58.09,26.01,24.41,639.56,16381.62,563.81,0.68,0.41,6.8,Head Formation,6
Batch_001,2025-05-17 08:35:00,35,58.9,26.29,25.77,628.31,15711.83,525.21,0.88,0.39,7.01,Head Formation,6
Batch_001,2025-05-17 08:40:00,35,58.36,26.79,26.38,634.03,19775.39,535.48,0.09,0.83,5.57,Head Formation,6
Batch_001,2025-05-17 08:45:00,35,60.69,27.09,27.16,624.36,15044.0,596.25,0.29,0.75,5.72,Head Formation,6
Batch_001,2025-05-17 08:50:00,35,60.89,30.91,27.74,621.03,16816.62,478.56,0.48,0.57,6.48,Head Formation,6
Batch_001,2025-05-17 08:55:00,35,60.23,31.19,24.88,625.94,18745.87,561.0,0.34,0.88,6.24,Head Formation,6
Batch_001,2025-05-17 09:00:00,35,62.77,25.74,27.05,620.63,16260.37,677.23,0.87,0.22,6.99,Head Formation,6
Batch_001,2025-05-17 09:05:00,35,60.47,27.09,25.95,623.34,17318.11,578.8,0.58,0.35,6.18,Head Formation,6
Batch_001,2025-05-17 09:10:00,35,60.27,27.4,28.4,632.81,18758.14,547.32,0.61,0.66,6.35,Head Formation,6
Batch_001,2025-05-17 09:15:00,35,57.94,27.83,28.16,638.38,19679.07,528.81,0.3,0.86,5.94,Head Formation,6
Batch_001,2025-05-17 09:20:00,35,62.07,29.91,25.94,644.89,16381.45,502.57,0.15,0.86,7.0,Head Formation,6
Batch_001,2025-05-17 09:25:00,35,59.71,31.6,27.34,631.84,14993.36,531.81,0.7,0.24,5.96,Head Formation,6
Batch_001,2025-05-17 09:30:00,35,59.07,31.61,26.99,628.02,19003.21,620.02,0.49,0.51,6.62,Head Formation,6
Batch_001,2025-05-17 09:35:00,35,61.85,30.85,27.21,625.86,17893.09,480.6,0.62,0.87,6.85,Head Formation,6
Batch_001,2025-05-17 09:40:00,35,57.92,29.04,25.88,631.81,15514.86,528.73,0.62,0.59,6.35,Head Formation,6
Batch_001,2025-05-17 09:45:00,35,60.65,28.22,24.28,631.4,16752.0,504.14,0.82,0.21,6.79,Head Formation,6
Batch_001,2025-05-17 09:50:00,35,59.25,27.69,27.45,632.43,19301.8,642.32,0.62,0.14,6.22,Head Formation,6
Batch_001,2025-05-17 09:55:00,35,57.16,28.41,26.89,627.99,17212.56,631.46,0.13,0.57,5.68,Head Formation,6
Batch_001,2025-05-17 10:00:00,35,58.82,31.4,26.41,627.76,15668.06,550.35,0.86,0.33,6.39,Head Formation,6
Batch_001,2025-05-17 10:05:00,35,52.82,26.64,24.7,633.28,18529.75,616.16,0.12,0.53,5.7,Head Formation,6
Batch_001,2025-05-17 10:10:00,35,63.34,26.09,26.85,628.08,19489.48,545.03,0.62,0.31,5.79,Head Formation,6
Batch_001,2025-05-17 10:15:00,35,60.11,30.97,26.73,621.38,15935.22,605.3,0.84,0.89,6.44,Head Formation,6
Batch_001,2025-05-17 10:20:00,35,58.03,30.25,25.46,612.69,19970.58,601.55,0.08,0.79,5.71,Head Formation,6
Batch_001,2025-05-17 10:25:00,35,58.4,30.32,24.8,637.66,15209.52,529.96,0.68,0.2,6.42,Head Formation,6
Batch_001,2025-05-17 10:30:00,35,59.03,30.88,26.71,631.2,17369.36,620.71,0.54,0.29,6.46,Head Formation,6
Batch_001,2025-05-17 10:35:00,35,59.65,29.48,27.51,622.32,20008.8,683.29,0.84,0.37,6.13,Head Formation,6
Batch_001,2025-05-17 10:40:00,35,58.31,28.49,24.22,630.49,15744.9,670.52,0.81,0.39,5.85,Head Formation,6
Batch_001,2025-05-17 10:45:00,35,60.4,29.27,25.59,635.1,17117.23,642.46,0.68,0.17,5.56,Head Formation,6
Batch_001,2025-05-17 10:50:00,35,59.55,27.65,24.97,636.5,20123.48,564.12,0.2,0.41,6.18,Head Formation,6
Batch_001,2025-05-17 10:55:00,35,57.87,27.08,24.55,635.33,19570.45,602.94,0.78,0.57,6.51,Head Formation,6
Batch_001,2025-05-17 11:00:00,35,63.55,26.28,25.38,627.36,15081.9,648.9,0.38,0.2,5.98,Head Formation,6
Batch_001,2025-05-17 11:05:00,35,58.19,25.71,26.97,615.18,17375.27,512.99,0.16,0.23,6.82,Head Formation,6
Batch_001,2025-05-17 11:10:00,35,58.91,31.71,25.83,620.38,15686.39,563.06,0.6,0.19,6.54,Head Formation,6
Batch_001,2025-05-17 11:15:00,35,59.78,26.25,26.38,639.92,15075.42,593.87,0.84,0.89,6.45,Head Formation,6
Batch_001,2025-05-17 11:20:00,35,60.68,30.34,27.19,626.8,15589.13,595.61,0.88,0.33,7.09,Head Formation,6
Batch_001,2025-05-17 11:25:00,35,60.24,32.34,23.98,635.8,19677.42,565.39,0.64,0.72,6.92,Head Formation,6
Batch_001,2025-05-17 11:30:00,35,58.1,26.65,26.99,627.73,15992.1,518.77,0.42,0.46,6.66,Head Formation,6
Batch_001,2025-05-17 11:35:00,35,57.2,29.65,26.66,636.64,15184.47,608.91,0.15,0.63,5.58,Head Formation,6
Batch_001,2025-05-17 11:40:00,35,62.19,26.32,25.78,622.78,15514.25,634.88,0.38,0.77,6.86,Head Formation,6
Batch_001,2025-05-17 11:45:00,35,59.88,28.13,25.39,640.72,16427.21,493.16,0.19,0.35,5.77,Head Formation,6
Batch_001,2025-05-17 11:50:00,35,61.5,31.12,24.15,633.19,19000.1,612.83,0.56,0.45,5.82,Head Formation,6
Batch_001,2025-05-17 11:55:00,35,59.45,27.63,26.81,639.42,16226.67,590.7,0.58,0.56,5.66,Head Formation,6
Batch_001,2025-05-17 12:00:00,35,39.23,35.02,33.5,626.91,12705.46,376.87,0.65,0.67,6.54,Head Formation,6
Batch_001,2025-05-17 12:05:00,35,51.01,36.71,32.47,622.76,13057.96,441.28,0.77,0.87,5.91,Head Formation,6
Batch_001,2025-05-17 12:10:00,35,52.5,34.78,33.22,645.17,10298.23,352.94,0.78,0.62,6.49,Head Formation,6
Batch_001,2025-05-17 12:15:00,35,47.41,35.89,33.15,625.52,13353.04,412.73,0.23,0.23,6.77,Head Formation,6
Batch_001,2025-05-17 12:20:00,35,52.98,35.52,32.9,644.31,12750.27,351.47,0.39,0.27,5.6,Head Formation,6
Batch_001,2025-05-17 12:25:00,35,48.72,36.7,33.2,630.21,12039.47,493.54,0.26,0.16,5.69,Head Formation,6
Batch_001,2025-05-17 12:30:00,35,43.35,35.79,33.22,618.62,11023.89,439.32,0.22,0.16,6.14,Head Formation,6
Batch_001,2025-05-17 12:35:00,35,57.54,35.68,33.19,632.16,11652.85,446.94,0.19,0.91,6.99,Head Formation,6
Batch_001,2025-05-17 12:40:00,35,56.06,35.43,32.59,622.57,12526.75,351.38,0.67,0.34,6.46,Head Formation,6
Batch_001,2025-05-17 12:45:00,35,51.75,34.52,32.99,627.66,13499.2,484.28,0.66,0.25,6.96,Head Formation,6
Batch_001,2025-05-17 12:50:00,35,49.31,34.81,32.58,633.28,10845.43,302.23,0.14,0.63,6.81,Head Formation,6
Batch_001,2025-05-17 12:55:00,35,47.63,33.98,33.43,628.26,10480.78,429.44,0.15,0.71,6.27,Head Formation,6
Batch_001,2025-05-17 13:00:00,35,49.66,36.33,32.88,626.59,7264.86,321.02,0.6,0.85,5.9,Head Formation,6
Batch_001,2025-05-17 13:05:00,35,47.08,34.69,33.83,635.62,7543.07,385.82,0.46,0.54,6.83,Head Formation,6
Batch_001,2025-05-17 13:10:00,35,45.81,34.48,32.34,631.02,8093.08,262.8,0.56,0.31,5.8,Head Formation,6
Batch_001,2025-05-17 13:15:00,35,45.73,34.67,32.65,639.88,7318.11,238.72,0.68,0.72,6.16,Head Formation,6
Batch_001,2025-05-17 13:20:00,35,49.13,34.3,32.39,624.83,6397.18,353.66,0.28,0.75,5.58,Head Formation,6
Batch_001,2025-05-17 13:25:00,35,46.51,33.58,34.08,619.11,8025.66,374.67,0.41,0.5,5.73,Head Formation,6
Batch_001,2025-05-17 13:30:00,35,44.97,34.26,32.17,639.55,7086.15,369.2,0.6,0.19,6.38,Head Formation,6
Batch_001,2025-05-17 13:35:00,35,48.96,34.81,33.57,622.75,6255.87,368.69,0.55,0.69,6.76,Head Formation,6
Batch_001,2025-05-17 13:40:00,35,47.4,36.53,32.23,635.01,5582.39,402.9,0.49,0.28,6.6,Head Formation,6
Batch_001,2025-05-17 13:45:00,35,51.89,36.28,32.53,627.15,6235.7,355.33,0.86,0.13,5.98,Head Formation,6
Batch_001,2025-05-17 13:50:00,35,44.61,34.09,33.52,613.83,7993.97,332.72,0.38,0.43,6.75,Head Formation,6
Batch_001,2025-05-17 13:55:00,35,48.58,33.73,32.48,633.6,5939.04,370.82,0.73,0.6,6.72,Head Formation,6
Batch_001,2025-05-17 14:00:00,35,53.03,37.22,33.28,632.81,6619.65,374.09,-0.35,0.7,5.54,Head Formation,6
Batch_001,2025-05-17 14:05:00,35,46.4,37.19,33.42,634.11,7700.5,260.28,0.65,0.85,6.61,Head Formation,6
Batch_001,2025-05-17 14:10:00,35,52.42,37.68,33.08,630.96,6163.35,368.54,0.35,0.23,5.77,Head Formation,6
Batch_001,2025-05-17 14:15:00,35,52.47,37.61,32.3,637.44,7707.44,364.86,0.51,0.43,6.04,Head Formation,6
Batch_001,2025-05-17 14:20:00,35,48.78,37.26,33.51,653.2,6936.95,384.91,0.41,0.71,6.17,Head Formation,6
Batch_001,2025-05-17 14:25:00,35,56.12,37.52,32.7,628.78,5844.4,199.87,0.77,0.66,5.76,Head Formation,6
Batch_001,2025-05-17 14:30:00,35,53.5,37.35,33.63,640.01,5687.26,383.28,0.89,0.41,6.51,Head Formation,6
Batch_001,2025-05-17 14:35:00,35,51.51,37.35,32.71,635.89,5816.03,280.04,0.73,0.68,6.75,Head Formation,6
Batch_001,2025-05-17 14:40:00,35,46.59,37.24,32.4,631.92,6983.15,296.9,0.34,0.84,6.58,Head Formation,6
Batch_001,2025-05-17 14:45:00,35,48.91,37.22,32.65,635.75,7289.57,310.24,0.8,0.61,6.12,Head Formation,6
Batch_001,2025-05-17 14:50:00,35,42.95,38.32,33.34,640.8,7611.98,308.4,0.43,0.3,5.53,Head Formation,6
Batch_001,2025-05-17 14:55:00,35,47.66,38.19,33.14,627.88,5873.95,266.58,0.61,0.45,6.56,Head Formation,6
Batch_001,2025-05-17 15:00:00,35,53.75,37.77,34.11,633.17,7130.53,306.51,0.41,0.78,6.1,Head Formation,6
Batch_001,2025-05-17 15:05:00,35,47.08,37.85,33.71,629.33,6751.24,201.84,0.76,0.54,6.93,Head Formation,6
Batch_001,2025-05-17 15:10:00,35,49.02,36.68,32.0,626.88,5934.02,352.54,0.4,0.62,5.65,Head Formation,6
Batch_001,2025-05-17 15:15:00,35,48.89,37.42,34.06,617.97,5682.02,293.29,0.86,0.83,5.85,Head Formation,6
Batch_001,2025-05-17 15:20:00,35,47.28,37.59,33.21,630.2,7089.83,249.59,0.15,0.32,5.72,Head Formation,6
Batch_001,2025-05-17 15:25:00,35,46.46,36.92,32.8,630.82,5705.91,319.38,0.25,0.78,5.37,Head Formation,6
Batch_001,2025-05-17 15:30:00,35,48.19,37.21,32.61,623.56,5424.31,359.06,0.66,0.53,6.28,Head Formation,6
Batch_001,2025-05-17 15:35:00,35,50.63,36.77,33.23,640.31,8190.49,284.79,0.35,0.59,7.16,Head Formation,6
Batch_001,2025-05-17 15:40:00,35,51.7,37.56,33.6,631.38,7000.28,273.92,0.23,2.15,5.52,Head Formation,6
Batch_001,2025-05-17 15:45:00,35,52.91,37.29,31.95,624.57,5619.14,238.13,0.25,0.19,5.93,Head Formation,6
Batch_001,2025-05-17 15:50:00,35,42.13,37.93,32.63,620.16,7639.89,229.44,0.52,0.32,5.89,Head Formation,6
Batch_001,2025-05-17 15:55:00,35,52.34,37.92,33.27,632.3,4859.27,295.12,0.31,0.8,5.98,Head Formation,6
Batch_001,2025-05-17 16:00:00,35,65.59,31.02,28.78,622.99,5751.78,317.39,0.38,0.42,5.94,Head Formation,6
Batch_001,2025-05-17 16:05:00,35,63.81,32.7,27.7,634.07,5662.74,225.1,0.75,0.45,6.39,Head Formation,6
Batch_001,2025-05-17 16:10:00,35,68.88,32.36,26.55,630.96,6446.5,338.31,0.31,0.18,5.93,Head Formation,6
Batch_001,2025-05-17 16:15:00,35,61.55,30.38,26.45,628.5,6922.3,248.85,0.59,0.19,6.43,Head Formation,6
Batch_001,2025-05-17 16:20:00,35,68.91,32.5,28.93,628.55,5468.75,226.69,0.31,0.32,6.32,Head Formation,6
Batch_001,2025-05-17 16:25:00,35,67.16,31.88,26.55,625.71,7594.73,305.86,0.54,0.49,5.58,Head Formation,6
Batch_001,2025-05-17 16:30:00,35,63.22,30.58,27.49,632.93,6562.74,261.07,0.51,0.7,5.53,Head Formation,6
Batch_001,2025-05-17 16:35:00,35,69.93,29.88,28.08,631.48,6188.26,372.24,0.18,0.27,6.37,Head Formation,6
Batch_001,2025-05-17 16:40:00,35,63.94,31.09,26.36,634.81,5771.2,351.65,0.17,0.32,6.3,Head Formation,6
Batch_001,2025-05-17 16:45:00,35,57.86,33.36,29.31,629.13,5574.03,228.92,0.73,0.35,5.61,Head Formation,6
Batch_001,2025-05-17 16:50:00,35,60.56,30.85,27.09,651.93,6944.84,235.68,0.79,0.52,5.79,Head Formation,6
Batch_001,2025-05-17 16:55:00,35,66.0,30.81,28.07,630.31,6036.87,307.49,0.15,0.84,6.05,Head Formation,6
Batch_001,2025-05-17 17:00:00,35,70.68,33.38,26.76,639.18,6102.03,329.83,0.39,0.23,6.43,Head Formation,6
Batch_001,2025-05-17 17:05:00,35,65.44,31.39,29.41,635.63,5616.21,302.26,0.67,0.14,6.36,Head Formation,6
Batch_001,2025-05-17 17:10:00,35,67.05,31.62,28.65,637.37,7949.25,326.3,0.4,0.63,6.84,Head Formation,6
Batch_001,2025-05-17 17:15:00,35,69.88,30.02,27.23,626.09,6948.13,354.1,0.15,0.11,6.16,Head Formation,6
Batch_001,2025-05-17 17:20:00,35,69.86,30.58,26.41,626.11,7092.05,347.59,0.2,0.78,6.66,Head Formation,6
Batch_001,2025-05-17 17:25:00,35,63.85,33.47,28.04,619.77,5501.81,299.2,0.27,0.41,6.15,Head Formation,6
Batch_001,2025-05-17 17:30:00,35,60.81,30.35,26.73,627.42,5455.22,236.27,0.54,0.52,6.68,Head Formation,6
Batch_001,2025-05-17 17:35:00,35,64.29,33.63,26.45,632.59,5173.72,226.84,0.55,0.37,5.63,Head Formation,6
Batch_001,2025-05-17 17:40:00,35,67.96,32.43,26.96,630.58,7476.1,357.88,0.47,0.69,6.57,Head Formation,6
Batch_001,2025-05-17 17:45:00,35,69.11,31.14,28.08,638.4,6000.12,235.14,0.45,0.6,6.71,Head Formation,6
Batch_001,2025-05-17 17:50:00,35,60.37,31.36,26.57,642.83,5152.05,200.95,0.41,0.75,6.41,Head Formation,6
Batch_001,2025-05-17 17:55:00,35,66.03,32.23,26.19,625.5,6148.93,200.11,0.44,0.25,6.09,Head Formation,6
Batch_001,2025-05-17 18:00:00,35,65.19,28.08,27.15,638.12,639.36,194.27,0.29,0.41,6.47,Head Formation,6
Batch_001,2025-05-17 18:05:00,35,66.63,27.68,28.43,625.04,613.95,159.0,0.35,0.15,5.47,Head Formation,6
Batch_001,2025-05-17 18:10:00,35,64.75,29.94,28.42,635.75,739.55,184.83,0.84,0.24,6.0,Head Formation,6
Batch_001,2025-05-17 18:15:00,35,63.21,28.97,26.97,628.69,822.86,239.19,0.34,0.31,5.54,Head Formation,6
Batch_001,2025-05-17 18:20:00,35,65.77,26.88,28.93,626.12,865.37,195.65,0.45,0.58,6.88,Head Formation,6
Batch_001,2025-05-17 18:25:00,35,66.3,24.2,29.64,625.28,793.18,160.05,0.77,0.71,6.11,Head Formation,6
Batch_001,2025-05-17 18:30:00,35,59.07,25.92,26.42,637.62,896.16,242.05,0.65,0.51,5.64,Head Formation,6
Batch_001,2025-05-17 18:35:00,35,68.84,24.45,28.02,631.88,639.46,213.2,0.63,0.54,5.95,Head Formation,6
Batch_001,2025-05-17 18:40:00,35,65.06,26.57,27.75,627.16,877.4,163.97,0.33,0.25,5.92,Head Formation,6
Batch_001,2025-05-17 18:45:00,35,65.63,28.43,28.22,631.9,762.78,161.06,0.8,0.11,5.72,Head Formation,6
Batch_001,2025-05-17 18:50:00,35,67.79,27.77,26.59,629.23,550.24,248.93,0.82,0.48,6.44,Head Formation,6
Batch_001,2025-05-17 18:55:00,35,68.25,24.45,28.0,629.84,803.13,146.96,0.7,0.58,6.42,Head Formation,6
Batch_001,2025-05-17 19:00:00,35,68.82,29.28,29.57,629.52,673.48,232.94,0.52,0.62,5.92,Head Formation,6
Batch_001,2025-05-17 19:05:00,35,67.17,28.72,27.85,626.79,696.15,183.38,0.21,0.84,5.68,Head Formation,6
Batch_001,2025-05-17 19:10:00,35,61.45,25.67,27.18,627.76,755.0,214.89,0.81,0.7,6.61,Head Formation,6
Batch_001,2025-05-17 19:15:00,35,66.14,29.89,27.26,630.15,677.21,183.04,0.87,0.53,5.44,Head Formation,6
Batch_001,2025-05-17 19:20:00,35,63.58,25.74,29.79,616.83,624.07,214.48,0.1,0.63,5.65,Head Formation,6
Batch_001,2025-05-17 19:25:00,35,67.64,26.19,30.03,629.23,946.23,191.41,0.79,0.53,6.35,Head Formation,6
Batch_001,2025-05-17 19:30:00,35,65.3,29.01,29.6,632.1,862.11,212.46,0.2,0.77,6.69,Head Formation,6
Batch_001,2025-05-17 19:35:00,35,59.77,26.04,28.93,632.42,698.72,165.69,0.21,0.66,6.79,Head Formation,6
Batch_001,2025-05-17 19:40:00,35,64.5,25.84,28.71,628.16,744.64,194.96,0.73,0.35,6.04,Head Formation,6
Batch_001,2025-05-17 19:45:00,35,64.81,24.43,29.31,618.37,691.84,194.37,0.64,0.53,6.25,Head Formation,6
Batch_001,2025-05-17 19:50:00,35,67.64,24.38,29.65,620.16,586.19,176.21,0.38,0.82,5.89,Head Formation,6
Batch_001,2025-05-17 19:55:00,35,59.05,26.83,28.71,642.0,548.14,174.09,0.33,0.31,5.81,Head Formation,6
Batch_001,2025-05-17 20:00:00,35,69.69,24.44,29.63,625.7,819.1,218.79,0.21,0.54,5.82,Head Formation,6
Batch_001,2025-05-17 20:05:00,35,68.08,28.21,28.72,631.89,829.09,192.37,0.32,0.37,6.89,Head Formation,6
Batch_001,2025-05-17 20:10:00,35,65.66,24.17,29.64,621.77,845.59,171.22,0.31,0.28,6.38,Head Formation,6
Batch_001,2025-05-17 20:15:00,35,68.18,24.12,27.53,628.48,553.75,218.88,0.47,0.6,5.49,Head Formation,6
Batch_001,2025-05-17 20:20:00,35,67.61,25.53,28.9,638.09,982.8,182.75,0.67,0.4,6.23,Head Formation,6
Batch_001,2025-05-17 20:25:00,35,66.62,25.51,29.61,632.82,820.96,241.24,0.2,0.2,5.98,Head Formation,6
Batch_001,2025-05-17 20:30:00,35,67.13,29.61,29.01,635.93,918.08,197.46,0.81,0.78,5.65,Head Formation,6
Batch_001,2025-05-17 20:35:00,35,68.88,28.5,27.47,622.56,739.71,202.43,0.73,0.15,6.73,Head Formation,6
Batch_001,2025-05-17 20:40:00,35,64.34,25.29,27.18,630.84,880.87,233.39,0.63,0.46,6.61,Head Formation,6
Batch_001,2025-05-17 20:45:00,35,66.59,26.86,27.26,625.68,699.17,185.47,0.28,0.82,5.81,Head Formation,6
Batch_001,2025-05-17 20:50:00,35,66.06,25.55,28.56,614.58,923.94,186.47,0.76,0.38,5.58,Head Formation,6
Batch_001,2025-05-17 20:55:00,35,62.44,26.32,26.05,629.67,705.12,195.69,0.42,0.31,5.72,Head Formation,6
Batch_001,2025-05-17 21:00:00,35,67.01,27.01,28.83,621.87,566.26,214.98,0.85,0.71,6.74,Head Formation,6
Batch_001,2025-05-17 21:05:00,35,63.77,28.94,28.01,624.49,927.88,239.88,0.24,0.45,5.73,Head Formation,6
Batch_001,2025-05-17 21:10:00,35,63.81,24.09,26.17,634.09,795.53,198.1,0.31,0.58,5.92,Head Formation,6
Batch_001,2025-05-17 21:15:00,35,68.7,28.29,28.44,634.2,724.57,243.55,0.6,0.49,5.76,Head Formation,6
Batch_001,2025-05-17 21:20:00,35,63.17,27.59,27.88,627.56,986.93,234.36,0.16,0.39,5.57,Head Formation,6
Batch_001,2025-05-17 21:25:00,35,68.25,28.33,25.98,628.09,748.87,210.6,0.66,0.74,6.96,Head Formation,6
Batch_001,2025-05-17 21:30:00,35,66.82,28.12,29.22,627.8,533.5,232.78,0.27,0.68,5.63,Head Formation,6
Batch_001,2025-05-17 21:35:00,35,63.76,25.25,26.68,619.11,679.12,181.52,0.26,0.5,6.74,Head Formation,6
Batch_001,2025-05-17 21:40:00,35,60.23,24.67,26.05,630.99,864.32,194.01,0.41,0.21,6.38,Head Formation,6
Batch_001,2025-05-17 21:45:00,35,64.08,25.99,29.46,621.97,804.14,254.13,0.86,0.11,6.71,Head Formation,6
Batch_001,2025-05-17 21:50:00,35,65.26,28.51,29.68,623.01,762.3,250.48,0.5,0.86,5.67,Head Formation,6
Batch_001,2025-05-17 21:55:00,35,63.19,27.61,29.02,625.42,828.12,175.78,0.5,0.74,5.75,Head Formation,6
Batch_001,2025-05-17 22:00:00,35,66.7,24.41,26.82,636.09,523.47,223.72,0.14,0.85,6.65,Head Formation,6
Batch_001,2025-05-17 22:05:00,35,64.13,28.29,29.12,627.65,945.88,188.19,0.58,0.22,6.62,Head Formation,6
Batch_001,2025-05-17 22:10:00,35,58.05,28.42,29.56,621.3,1014.78,164.24,0.4,0.19,6.69,Head Formation,6
Batch_001,2025-05-17 22:15:00,35,63.13,27.65,26.91,631.61,724.29,231.54,0.31,0.9,6.98,Head Formation,6
